# Спосабы словаўтварэння:
# 
# _START_DICTIONARY
# 0. утваральнае слова
# 1. суфіксальны ад
# 1n. суфіксальны ад
# 2. прыставачны ад
# 3. прыставачна-суфіксальны ад
# 4. постфіксальны ад
# 5. прыставачна-постфіксальны ад
# 6. прыставачна-нульсуфіксальны ад
# 7. нульсуфіксальны ад
# 8. складанне асноў са злучальнай марфемай ад
# 9. складанне асноў + суфіксальны ад
# 10. складанне асноў + нульсуфікс у канцы другой часткі ад
# 11. словаскладанне ад
# 12. складанаскарочанае ад
# 13. марфолага-сінтаксічны ад
# 14. лексіка-семантычны ад
# 15. суфіксальна-поствіксальны ад
# 16. прыставачна-суфіксальна-постфіксальны ад
# 17. асноваскладанне ад
# 18. форма слова
# _END_DICTIONARY

1.  абавязак	абавязаць -->1	//абавяз(=<обо>-//вяз//)//-ак-/0/
2496.  нос	0 -->	//нос(=носс)//-/0/
2497.  ноч	0 -->	//ноч(=ноч)//-/0/
2498.  нуда	нудны -->7	//нуд(=нуд)//-:@:-/а%/
2499.  нудны	0 -->	//ну%д(=нуд)//-н-/ы/
2500.  нумар	0 -->	//ну%мар(=нумар)//-/0/
2501.  нутро	0 -->	//нутр(=утр)//-/о%/
2502.  ныць	0 -->	//ны(=ны)//-ць
2503.  нябачны	бачны -->2	<ня(=не)>-//ба%ч(=бач)//-н-/ы/
2504.  нябесны	нябёсы -->1	//няб(=неб)//-е%с-н-/ы/
2505.  нябожчык	нябога -->1	//нябо%жчык(=бог)//-/0/
2506.  нябожчыца	нябожчык -->7	//нябо%жчыц(=бог)//-/а/
2507.  нявеста	0 -->	//няве%ст(=вед)//-/а/
2508.  нявестка	нявеста -->1	//няве%ст(=вед)//-к-/а/
2509.  нявінны	віна -->3	<ня(=не)>-//ві%н(=він)//-н-/ы/
2510.  няволя	воля -->2	<ня(=не)>-//во%л(=воль)//-/я/
2511.  нядаўні	даўні -->2	<ня(=не)>-//да%ўн(=даўн)//-/і/
2512.  нядзеля	0 -->	//нядзе%л(=дзел)//-/я/
2513.  нядобры	добры -->2	<ня(=не)>-//до%бр(=добр)//-/ы/
2514.  нядоўгі	доўгі -->2	<ня(=не)>-//до%ўг(=даль)//-/і/
2515.  няёмкі	ёмкі -->2	<ня(=не)>-//ё%м(=нім)//-к-/і/
2516.  нязграбны	зграбны -->2	<ня(=не)>-//згра%бн(=граб)//-/ы/
2517.  нязручны	зручны -->2	<ня(=не)>-<з(=с)>-//ру%ч(=рук)//-н-/ы/
2518.  няйначай	іначай -->2	<ня(=не)>-//йна%ч(=інк)//-ай
2519.  нялёгкі	лёгкі -->2	<ня(=не)>-//лё%гк(=льг)//-/і/
2520.  няможна	можна -->2	<ня(=не)>-//мо%ж(=мог)//-н-а
2521.  нямы	0 -->	//ням(=нем)//-/ы%/
2522.  нянавісць	0 -->	//няна%вісць(=від)//-/0/
2523.  няпраўда	праўда -->2	<ня(=не)>-//пра%ўд(=прав)//-/а/
2524.  няпэўны	пэўны -->2	<ня(=не)>-//пэ%ўн(=пэўн)//-/ы/
2525.  няроўны	роўны -->2	<ня(=не)>-//ро%ўн(=роўн)//-/ы/
2526.  нясмелы	смелы -->2	<ня(=не)>-//сме%л(=смел)//-/ы/
2527.  нясцерпны	сцярпець -->3	<ня(=не)>-<с(=с)>-//це%рп(=цярп)//-н-/ы/
2528.  няўдалы	удалы -->2	<ня(=не)>-//ўда%л(=да)//-/ы/
2529.  няўдача	удача -->2	<ня(=не)>-//ўда%ч(=да)//-/а/
2530.  няўжо	ужо -->2	<ня(=не)>-//ўжо%(=ужо)//
2531.  няўпэўнены	упэўнены -->2	<ня(=не)>-<ў>-//пэ%ўн(=пэўн)//-ен-/ы/
2532.  няўцямны	уцямны -->2	<ня(=не)>-<ў>-//ця%м(=цям)//-н-/ы/
2533.  няхай	хай -->2	//няхай(=хай)//
2534.  нячутны	чутны -->2	<ня(=не)>-//чу%т(=чу)//-н-/ы/
2535.  нячысты	чысты -->2	<ня(=не)>-//чы%ст(=чыст)//-/ы/
2536.  няшчасны	няшчасце -->1	<ня(=не)>-//шча%с(=част)//-н-/ы/
2537.  няшчасце	шчасце -->2	<ня(=не)>-//шча%сц(=част)//-/е/
2538.  няясны	ясны -->2	<ня(=не)>-//я%сн(=ясн)//-/ы/
2539.  орган	0 -->	//о%рган(=орган)//-/0/
2540.  ордэн	0 -->	//о%рдэн(=ордэн)//-/0/
2541.  ордэнскі	ордэн -->1	//о%рдэн(=ордэн)//-ск-/і/
2542.  паабяцаць	абяцаць -->2	<па(=по)>-//абяц(=абет)//-а%-ць
2543.  паасобку	асобна -->3	<па(=по)>-//асо%б(=асоб)//-ку
2544.  пабачыцца	пабачыць -->4	<па(=по)>-//ба%ч(=бач)//-ы-ц-{ца}
2545.  пабачыць	бачыць -->2	<па(=по)>-//ба%ч(=бач)//-ы-ць
2546.  пабаяцца	баяцца -->2	<па(=по)>-//ба(=бой)//-я%-ц-{ца}
2547.  пабегчы	бегчы -->2	<па(=по)>-//бе%г(=бег)//-чы
2548.  пабіць	біць -->2	<па(=по)>-//бі%(=бі)//-ць
2549.  паблізу	блізка -->3	<па(=по)>-//блі%з(=бліз)//-у
2550.  пабліскваць	бліскаць -->3	<па(=по)>-//блі%ск(=бліск)//-ва-ць
2551.  пабудаваць	будаваць -->2	<па(=по)>-//буд(=буд)//-ав-а%-ць
2552.  пабудова	пабудаваць -->7	<па(=по)>-//буд(=буд)//-о%в-/а/
2553.  пабыць	быць -->2	<па(=по)>-//бы%(=бы)//-ць
2554.  павага	паважаць -->7	//пава%г(=ваг)//-:@:-/а/
2555.  паважаць	0 -->	//паваж(=ваг)//-а%-ць
2556.  паважны	павага -->1	//пава%жн(=ваг)//-/ы/
2557.  паваліцца	паваліць -->4	<па(=по)>-//вал(=вал)//-і%-ц-{ца}
2558.  паварот	паварочваць -->7	<па(=по)>-//варо%т(=вьрт)//-:@:-/0/
2559.  паваротка	паварот -->1	<па(=по)>-//варо%т(=вьрт)//-к-/а/
2560.  паведаміць	0 -->	<па(=по)>-//ве%дам(=вед1)//-і-ць
2561.  паведамленне	паведамляць -->1	<па(=по)>-//ведамл(=вед1)//-е%нн-/е/
2562.  паведамляць	паведаміць -->1	<па(=по)>-//ведамл(=вед1)//-я%-ць
2563.  павезці	везці -->2	<па(=по)>-//ве%з(=вез)//-ці
2564.  павека	века -->2	<па(=по)>-//ве%к(=вейк)//-/а/
2565.  паверсе	верх -->3	<па(=по)>-//ве%рс(=верх)//-е
2566.  паверх	0 -->	//паве%рх(=верх)//-/0/
2567.  паверхня	верх -->3	<па(=по)>-//ве%рх(=верх)//-н-/я/
2568.  паверыць	верыць -->2	<па(=по)>-//ве%р(=вер)//-ы-ць
2569.  павесіць	вешаць -->3	<па(=по)>-//ве%с(=вьс)//-і-ць
2570.  павесці	весці -->2	<па(=по)>-//ве%с(=вед)//-ці
2571.  павет	0 -->	//паве%т(=віт4)//-/0/
2572.  паветра	0 -->	//паве%тр(=ветр)//-/а/
2573.  павінен	віна -->3	<па(=по)>-//ві%н(=він)//-ен
2574.  павіснуць	віснуць -->2	<па(=по)>-//ві%с(=вьс)//-ну-ць
2575.  павітацца	павітаць -->4	<па(=по)>-//віт(=віт2)//-а%-ц-{ца}
2576.  паводзіны	паводзіць -->1	//паво%дз(=вед)//-ін-/ы/
2577.  паводзіць	0 -->	//паво%дз(=вед)//-і-ць
2578.  паводзіць	весці -->3	<па(=по)>-//во%дз(=вед)//-і-ць
2579.  паволі	воля -->3	<па(=по)>-//во%л(=воль)//-і
2580.  павольна	павольны -->1	<па(=по)>-//во%ль(=воль)//-н-а
2581.  павольны	вольны -->2	<па(=по)>-//во%ль(=воль)//-н-/ы/
2582.  павук	0 -->	//паву%к(=павук)//-/0/
2583.  павуцінне	павуціна -->1	//павуц(=павук)//-і%н-н-/е/
2584.  павялы	вялы -->2	<па(=по)>-//вя%(=вяд)//-л-/ы/
2585.  павярнуцца	павярнуць -->4	<па(=по)>-//вяр(=вьрт)//-ну%-ц-{ца}
2586.  павярнуць	вярнуць -->2	<па(=по)>-//вяр(=вьрт)//-ну%-ць
2587.  пагаварыць	гаварыць -->2	<па(=по)>-//гавар(=говор)//-ы%-ць
2588.  пагадзіцца	пагадзіць -->4	<па(=по)>-//гадз(=гад2)//-і%-ц-{ца}
2589.  паганы	0 -->	//пага%н(=паган)//-/ы/
2590.  пагарда	пагарджаць -->7	//пага%рд(=пагард)//-:@:-/а/
2591.  пагардлівы	пагарда -->1	//пага%рд(=пагард)//-лів-/ы/
2592.  пагладзіць	гладзіць -->2	<па(=по)>-//гла%дз(=глад)//-і-ць
2593.  паглядзець	глядзець -->2	<па(=по)>-//глядз(=гляд)//-е%-ць
2594.  пагнаць	гнаць -->2	<па(=по)>-//гн(=гн)//-а%-ць
2595.  пагоня	пагнацца -->6	<па(=по)>-//го%н(=гн)//-/я/
2596.  пагорак	гара -->3	<па(=по)>-//го%р(=гор)//-ак-/0/
2597.  пагражаць	гразіць -->3	<па(=по)>-//граж(=граза)//-а%-ць
2598.  пагроза	пагражаць -->7	<па(=по)>-//гро%з(=граза)//-:@:-/а/
2599.  пагрозлівы	пагражаць -->1	<па(=по)>-//гро%з(=граза)//-лів-/ы/
2600.  пагуляць	гуляць -->2	<па(=по)>-//гул(=гуль)//-я%-ць
2601.  пагутарыць	гутарыць -->2	<па(=по)>-//гу%тар(=гутар)//-ы-ць
2602.  падабацца	0 -->	//падаб(=падаб)//-а%-ц-{ца}
2603.  падабенства	падобны -->1	//падабе%н(=падаб)//-ств-/а/
2604.  падабраць	браць -->2	<па(=по)>-<да(=до)>-//бр(=бр)//-а%-ць
2605.  падавацца	падаваць -->4	<па(=по)>-//да(=да)//-ва%-ц-{ца}
2606.  падаваць	даваць -->2	<па(=по)>-//да(=да)//-ва%-ць
2607.  падазраваць	0 -->	<пада(=под)>-//зр(=зор)//-ава%-ць
2608.  падазроны	падазраваць -->1	<пада(=под)>-//зр(=зор)//-о%н-/ы/
2609.  падазрэнне	падазраваць -->1	<пада(=под)>-//зр(=зор)//-э%нн-/е/
2610.  паданне	падаць -->1	//пада%(=да)//-нн-/е/
2611.  падараваць	дараваць -->2	<па(=по)>-//дар(=//да//-р)//-ава%-ць
2612.  падарожжа	дарога -->3	<па(=по)>-//даро%ж(=др1)//-ж-/а/
2613.  падарожны	дарога -->3	<па(=по)>-//даро%ж(=др1)//-н-/ы/
2614.  падарунак	падарыць -->1	<па(=по)>-//дар(=//да//-р)//-у%нак-/0/
2615.  падарыць	дарыць -->2	<па(=по)>-//дар(=//да//-р)//-ы%-ць
2616.  падатак	0 -->	//пада%так(=да)//-/0/
2617.  падацца	падаць -->4	<па(=по)>-//да%(=да)//-ц-{ца}
2618.  падаць	пасці -->1	//па%д(=пад)//-а-ць
2619.  падаць	даць -->2	<па(=по)>-//да%(=да)//-ць
2620.  падбегчы	бегчы -->2	<пад(=под)>-//бе%г(=бег)//-чы
2621.  падвесці	весці -->2	<пад(=под)>-//ве%с(=вед)//-ці
2622.  падганяць	падагнаць -->1	<пад(=под)>-//ган(=гн)//-я%-ць
2623.  паддавацца	паддаваць -->4	<пад(=под)>-//да(=да)//-ва%-ц-{ца}
2624.  падданы	паддаць -->18	<пад(=под)>-//да%(=да)//-н-/ы/
2625.  паддацца	паддаць -->4	<пад(=под)>-//да%(=да)//-ц-{ца}
2626.  пад'езд	пад'язджаць -->7	<пад'(=под)>-//е%зд(=ет)//-:@:-/0/
2627.  пад'ехаць	ехаць -->2	<пад'(=под)>-//е%х(=ет)//-а-ць
2628.  падземны	зямля -->3	<пад(=под)>-//зе%м(=земл)//-н-/ы/
2629.  падзецца	падзець -->4	<па(=по)>-//дзе%(=дзе)//-ц-{ца}
2630.  падзея	дзеяць -->2	<па(=по)>-//дзе%(=дзел)//-:@:-/я/
2631.  падзякаваць	дзякаваць -->2	<па(=по)>-//дзя%к(=дзяк)//-ав-а-ць
2632.  падзяліцца	падзяліць -->4	<па(=по)>-//дзял(=дзел)//-і%-ц-{ца}
2633.  падзяліць	дзяліць -->2	<па(=по)>-//дзял(=дзел)//-і%-ць
2634.  падказаць	казаць -->2	<пад(=под)>-//каз(=каз)//-а%-ць
2635.  падкінуць	кінуць -->2	<пад(=под)>-//кі%(=кідн)//-ну-ць
2636.  падкова	падкаваць -->7	<пад(=под)>-//ко%в(=ков)//-:@:-/а/
2637.  падла	пасці -->1	//па%дл(=пад)//-/а/
2638.  падлетак	лета -->3	<пад(=под)>-//ле%т(=лет)//-ак-/0/
2639.  падлога	0 -->	//падло%г(=лег)//-/а/
2640.  падман	падмануць -->7	<пад(=под)>-//ма%н(=май2)//-:@:-/0/
2641.  падмануць	0 -->	<пад(=под)>-//ман(=май2)//-у%-ць
2642.  падміргнуць	міргнуць -->2	<пад(=под)>-//мірг(=мірг)//-ну%-ць
2643.  паднесці	несці -->2	<пад(=под)>-//не%с(=нос)//-ці
2644.  падняцца	падняць -->4	<пад(=под)>-//ня%(=нім)//-ц-{ца}
2645.  падняць	0 -->	<пад(=под)>-//ня%(=нім)//-ць
2646.  падобна	падобны -->1	//падо%бн(=падаб)//-а
2647.  падобны	0 -->	//падо%бн(=падаб)//-/ы/
2648.  падпаліць	паліць -->2	<пад(=под)>-//пал(=пал)//-і%-ць
2649.  падпісаць	пісаць -->2	<пад(=под)>-//піс(=піс)//-а%-ць
2650.  падполле	падпол -->1	//падпо%л(=пол)//-л-/е/
2651.  падрабязны	0 -->	//падрабя%зн(=дроб)//-/ы/
2652.  падручнік	падручны -->1	<пад(=под)>-//ру%ч(=рук)//-н-ік-/0/
2653.  падрыхтаваны	падрыхтаваць -->18	<пад(=под)>-//рыхтав(=рыхтав)//-а%-н-/ы/
2654.  падрыхтавацца	падрыхтаваць -->4	<пад(=под)>-//рыхтав(=рыхтав)//-а%-ц-{ца}
2655.  падрыхтаваць	рыхтаваць -->2	<пад(=под)>-//рыхтав(=рыхтав)//-а%-ць
2656.  падрыхтоўка	падрыхтаваць -->1	<пад(=под)>-//рыхто%ў(=рыхтав)//-к-/а/
2657.  падстава	падставіць -->7	<пад(=под)>-//ста%в(=стай)//-:@:-/а/
2658.  падставіць	ставіць -->2	<пад(=под)>-//ста%в(=стай)//-і-ць
2659.  падступіць	ступіць -->2	<пад(=под)>-//ступ(=ступ)//-і%-ць
2660.  падсудны	суд -->3	<пад(=под)>-//су%д(=суд)//-н-/ы/
2661.  падсунуць	сунуць -->2	<пад(=под)>-//су%(=су)//-ну-ць
2662.  падтрымаць	трымаць -->2	<пад(=под)>-//трым(=трым)//-а%-ць
2663.  падтрымка	падтрымаць -->1	<пад(=под)>-//тры%м(=трым)//-к-/а/
2664.  падтрымліваць	падтрымаць -->1	<пад(=под)>-//тры%мл(=трым)//-іва-ць
2665.  падумацца	падумаць -->4	<па(=по)>-//ду%м(=дум)//-а-ц-{ца}
2666.  падумаць	думаць -->2	<па(=по)>-//ду%м(=дум)//-а-ць
2667.  падушка	0 -->	//паду%шк(=дух2)//-/а/
2668.  падхапіцца	падхапіць -->4	<пад(=под)>-//хап(=хопл)//-і%-ц-{ца}
2669.  падхапіць	хапіць -->2	<пад(=под)>-//хап(=хопл)//-і%-ць
2670.  падчас	0 -->	//падча%с(=час)//-/0/
2671.  падымацца	падымаць -->4	<пад(=под)>-//ым(=нім)//-а%-ц-{ца}
2672.  падымаць	падняць -->1n	<пад(=под)>-//ым(=нім)//-а%-ць
2673.  падысці	ісці -->2	<пад(=под)>-//ыс(=ід)//-ці%
2674.  падыходзіць	хадзіць -->2	<пады(=под)>-//хо%дз(=ход)//-і-ць
2675.  паесці	есці -->2	<па(=по)>-//е%с(=ед)//-ці
2676.  паехаць	ехаць -->2	<па(=по)>-//е%х(=ет)//-а-ць
2677.  пажадаць	жадаць -->2	<па(=по)>-//жад(=жад)//-а%-ць
2678.  пажар	0 -->	//пажа%р(=гар3)//-/0/
2679.  пажартаваць	жартаваць -->2	<па(=по)>-//жарт(=жарт)//-ав-а%-ць
2680.  пажылы	пажыць -->1	<па(=по)>-//жы(=жы)//-л-/ы%/
2681.  пажыць	жыць -->2	<па(=по)>-//жы%(=жы)//-ць
2682.  пажэрці	жэрці -->2	<па(=по)>-//жэ%р(=жр)//-ці
2683.  пазбавіцца	пазбавіць -->4	<па(=по)>-<з(=с)>-//ба%в(=бы)//-і-ц-{ца}
2684.  пазбавіць	збавіць -->2	<па(=по)>-<з(=с)>-//ба%в(=бы)//-і-ць
2685.  пазваніць	званіць -->2	<па(=по)>-//зван(=звн)//-і%-ць
2686.  пазваць	зваць -->2	<па(=по)>-//зв(=зв)//-а%-ць
2687.  пазіраць	0 -->	<па(=по)>-//зір(=зор)//-а%-ць
2688.  пазіцыя	0 -->	//пазі%цы(=пазіцый)//-/я/
2689.  пазнаваць	пазнаць -->1	<па(=по)>-//зна(=зна)//-ва%-ць
2690.  пазнаёміцца	пазнаёміць -->4	<па(=по)>-//знаё%м(=зна)//-і-ц-{ца}
2691.  пазнаць	знаць -->2	<па(=по)>-//зна%(=зна)//-ць
2692.  пазнейшы	позні -->18	//пазн(=позн)//-е%йш-/ы/
2693.  пазуха	0 -->	//па%зух(=пазух)//-/а/
2694.  пазычыць	зычыць -->2	//пазы%ч(=зыч1)//-ы-ць
2695.  паіць	0 -->	//па(=пі)//-і%-ць
2696.  пайсці	ісці -->2	<па(=по)>-//йс(=ід)//-ці%
2697.  паказ	паказаць -->7	//пака%з(=каз)//-:@:-/0/
2698.  паказацца	паказаць -->4	//паказ(=каз)//-а%-ц-{ца}
2699.  паказаць	0 -->	//паказ(=каз)//-а%-ць
2700.  паказвацца	паказваць -->4	//пака%з(=каз)//-ва-ц-{ца}
2701.  паказваць	паказаць -->1	//пака%з(=каз)//-ва-ць
2702.  пакаленне	0 -->	//пакале%нн(=кален)//-/е/
2703.  пакаранне	пакараць -->1	<па(=по)>-//кар(=кара)//-а%-нн-/е/
